@logo      Multiple-Run
Bfac        2.000e-001
  creator    GPT
  @logo      B&M-General Particle Tracer
  numderivs           0
  cputime     7.800e-002
  time        5.000e-009
              x           y           z           G          Bx          By          Bz          ID 
     4.903e-003  1.669e-003  8.190e-001  1.196e+000 -7.361e-002 -2.453e-002  5.427e-001  1.942e+004 
    -4.884e-003 -3.334e-003  8.167e-001  1.196e+000  7.133e-002  4.608e-002  5.417e-001  1.943e+004 
     5.797e-003 -5.154e-004  8.171e-001  1.196e+000 -8.760e-002  9.182e-003  5.411e-001  1.951e+004 
    -2.513e-003 -4.064e-003  8.220e-001  1.196e+000  4.188e-002  7.040e-002  5.422e-001  1.952e+004 
     2.807e-004 -5.125e-003  8.191e-001  1.196e+000 -2.851e-003  7.717e-002  5.428e-001  1.953e+004 
    -2.901e-003  4.080e-003  8.192e-001  1.196e+000  4.239e-002 -6.242e-002  5.430e-001  1.954e+004 
     3.050e-003  4.842e-003  8.162e-001  1.196e+000 -4.701e-002 -6.675e-002  5.421e-001  1.955e+004 
    -7.059e-003 -9.021e-004  8.094e-001  1.195e+000  8.905e-002  1.545e-003  5.403e-001  1.956e+004 
    -3.763e-003  3.507e-003  8.199e-001  1.196e+000  6.111e-002 -5.862e-002  5.417e-001  1.963e+004 
     3.579e-003  3.692e-003  8.194e-001  1.196e+000 -5.413e-002 -5.736e-002  5.425e-001  1.964e+004 
    -5.376e-003  1.585e-003  8.184e-001  1.196e+000  8.056e-002 -2.347e-002  5.418e-001  1.965e+004 
     4.228e-003 -2.958e-003  8.197e-001  1.196e+000 -6.821e-002  4.514e-002  5.421e-001  1.966e+004 
    -1.574e-003  5.733e-003  8.163e-001  1.195e+000  2.156e-002 -8.603e-002  5.406e-001  1.967e+004 
     7.151e-003 -1.354e-003  8.094e-001  1.195e+000 -8.772e-002  2.851e-002  5.398e-001  1.968e+004 
    -5.962e-003 -1.306e-003  8.146e-001  1.195e+000  8.535e-002  1.541e-002  5.409e-001  1.974e+004 
     2.940e-003 -5.223e-003  8.162e-001  1.196e+000 -3.816e-002  7.858e-002  5.413e-001  1.975e+004 
     9.414e-004  4.675e-003  8.221e-001  1.196e+000 -1.636e-002 -8.191e-002  5.419e-001  1.976e+004 
     4.651e-003  1.433e-003  8.219e-001  1.196e+000 -7.857e-002 -2.640e-002  5.420e-001  1.977e+004 
    -4.389e-003 -2.627e-003  8.204e-001  1.196e+000  7.071e-002  4.600e-002  5.417e-001  1.978e+004 
    -1.249e-003 -6.138e-003  8.132e-001  1.195e+000  2.207e-002  8.124e-002  5.413e-001  1.979e+004 
    -5.694e-003  3.297e-003  8.118e-001  1.195e+000  7.347e-002 -4.861e-002  5.405e-001  1.980e+004 
     6.213e-003 -7.736e-004  8.141e-001  1.195e+000 -8.460e-002  1.324e-002  5.411e-001  1.986e+004 
    -2.898e-003 -5.427e-003  8.142e-001  1.195e+000  4.244e-002  7.314e-002  5.412e-001  1.987e+004 
     6.183e-004 -5.116e-003  8.208e-001  1.196e+000 -1.339e-002  8.813e-002  5.410e-001  1.988e+004 
    -2.960e-003  3.835e-003  8.218e-001  1.196e+000  5.134e-002 -6.450e-002  5.421e-001  1.989e+004 
     1.826e-003  4.974e-003  8.195e-001  1.196e+000 -2.791e-002 -7.911e-002  5.418e-001  1.990e+004 
    -5.704e-003 -5.439e-004  8.168e-001  1.195e+000  8.725e-002  6.758e-003  5.408e-001  1.991e+004 
    -6.223e-003  7.207e-003  8.018e-001  1.194e+000  5.400e-002 -9.264e-002  5.355e-001  1.998e+004 
     5.005e-003  3.529e-003  8.146e-001  1.195e+000 -7.290e-002 -4.766e-002  5.408e-001  1.999e+004 
    -5.718e-003  1.963e-003  8.159e-001  1.195e+000  8.297e-002 -3.102e-002  5.407e-001  2.000e+004 
     3.776e-003 -3.543e-003  8.194e-001  1.196e+000 -5.840e-002  5.634e-002  5.422e-001  2.001e+004 
    -1.667e-003  4.660e-003  8.231e-001  1.196e+000  3.867e-002 -8.832e-002  5.399e-001  2.002e+004 
     4.871e-003 -1.847e-003  8.203e-001  1.196e+000 -8.264e-002  2.957e-002  5.412e-001  2.004e+004 
    -4.021e-003 -4.810e-003  8.137e-001  1.195e+000  5.830e-002  6.483e-002  5.408e-001  2.005e+004 
     4.731e-004  6.287e-003  8.133e-001  1.195e+000 -1.092e-002 -8.431e-002  5.412e-001  2.011e+004 
     5.951e-003  1.585e-003  8.143e-001  1.195e+000 -8.305e-002 -2.025e-002  5.411e-001  2.012e+004 
    -4.584e-003 -2.333e-003  8.201e-001  1.196e+000  7.502e-002  3.870e-002  5.417e-001  2.013e+004 
    -5.898e-005 -4.888e-003  8.222e-001  1.196e+000 -3.449e-003  8.696e-002  5.414e-001  2.015e+004 
    -4.537e-003  2.590e-003  8.191e-001  1.196e+000  6.935e-002 -4.177e-002  5.422e-001  2.016e+004 
     6.556e-003  3.443e-003  8.084e-001  1.195e+000 -8.527e-002 -3.439e-002  5.397e-001  2.017e+004 
    -6.936e-003  7.675e-004  8.099e-001  1.195e+000  8.755e-002 -1.597e-002  5.403e-001  2.018e+004 
    -4.094e-003 -9.004e-003  7.996e-001  1.193e+000  6.549e-002  8.600e-002  5.344e-001  2.022e+004 
    -3.601e-003  4.395e-003  8.171e-001  1.196e+000  5.510e-002 -6.617e-002  5.414e-001  2.024e+004 
     3.213e-003  4.128e-003  8.200e-001  1.196e+000 -5.391e-002 -6.894e-002  5.412e-001  2.026e+004 
    -4.743e-003 -5.744e-004  8.197e-001  1.196e+000  7.224e-002  7.927e-003  5.434e-001  2.027e+004 
     3.380e-003 -4.574e-003  8.174e-001  1.196e+000 -5.047e-002  7.325e-002  5.409e-001  2.028e+004 
     2.208e-003  6.769e-003  8.095e-001  1.195e+000 -3.546e-002 -8.328e-002  5.401e-001  2.029e+004 
     6.641e-003  5.904e-004  8.126e-001  1.195e+000 -8.814e-002 -3.506e-003  5.407e-001  2.030e+004 
     5.684e-003  5.460e-003  8.062e-001  1.195e+000 -7.509e-002 -5.490e-002  5.392e-001  2.034e+004 
    -6.080e-003  2.234e-003  8.123e-001  1.195e+000  8.021e-002 -3.635e-002  5.406e-001  2.035e+004 
     4.046e-003 -3.310e-003  8.200e-001  1.196e+000 -6.788e-002  5.239e-002  5.415e-001  2.037e+004 
    -1.361e-003  5.123e-003  8.189e-001  1.196e+000  1.981e-002 -7.751e-002  5.424e-001  2.038e+004 
     5.268e-003 -8.392e-004  8.196e-001  1.196e+000 -8.472e-002  1.168e-002  5.415e-001  2.039e+004 
    -3.640e-003 -4.363e-003  8.173e-001  1.196e+000  5.693e-002  6.454e-002  5.414e-001  2.040e+004 
    -3.532e-003  6.434e-003  8.083e-001  1.195e+000  3.359e-002 -8.468e-002  5.398e-001  2.042e+004 
    -4.681e-003 -1.860e-003  8.193e-001  1.196e+000  7.148e-002  2.722e-002  5.429e-001  2.049e+004 
    -1.354e-003 -5.244e-003  8.193e-001  1.196e+000  2.116e-002  8.377e-002  5.414e-001  2.050e+004 
    -4.350e-003  2.327e-003  8.216e-001  1.196e+000  7.470e-002 -3.635e-002  5.420e-001  2.051e+004 
     4.789e-003  3.154e-003  8.173e-001  1.196e+000 -7.157e-002 -4.932e-002  5.413e-001  2.052e+004 
    -5.761e-003  2.722e-004  8.166e-001  1.196e+000  8.253e-002 -5.669e-003  5.419e-001  2.053e+004 
    -4.932e-003  5.615e-003  8.091e-001  1.195e+000  5.558e-002 -7.674e-002  5.393e-001  2.060e+004 
     2.211e-003  4.510e-003  8.192e-001  1.196e+000 -3.448e-002 -6.797e-002  5.429e-001  2.061e+004 
    -5.327e-003  2.137e-004  8.191e-001  1.196e+000  8.467e-002 -5.488e-003  5.416e-001  2.062e+004 
     2.708e-003 -4.450e-003  8.192e-001  1.196e+000 -4.089e-002  6.967e-002  5.423e-001  2.063e+004 
     1.667e-003  5.051e-003  8.190e-001  1.196e+000 -2.753e-002 -7.744e-002  5.421e-001  2.064e+004 
     7.097e-003  8.516e-004  8.090e-001  1.195e+000 -9.017e-002 -2.583e-003  5.400e-001  2.065e+004 
     5.016e-003 -3.137e-003  8.162e-001  1.196e+000 -7.236e-002  4.604e-002  5.414e-001  2.072e+004 
    -2.318e-003  4.894e-003  8.195e-001  1.196e+000  3.860e-002 -7.777e-002  5.413e-001  2.073e+004 
     5.062e-003 -2.161e-003  8.186e-001  1.196e+000 -7.687e-002  3.515e-002  5.417e-001  2.074e+004 
    -4.220e-003 -4.519e-003  8.164e-001  1.196e+000  6.078e-002  6.577e-002  5.409e-001  2.075e+004 
     1.691e-003 -5.696e-003  8.161e-001  1.195e+000 -2.342e-002  8.396e-002  5.409e-001  2.076e+004 
    -3.122e-003  5.013e-003  8.163e-001  1.196e+000  4.442e-002 -7.280e-002  5.415e-001  2.077e+004 
    -4.906e-003 -3.142e-003  8.166e-001  1.195e+000  7.492e-002  4.616e-002  5.407e-001  2.084e+004 
    -2.633e-004 -5.731e-003  8.181e-001  1.196e+000  7.014e-003  8.759e-002  5.412e-001  2.085e+004 
    -4.472e-003  2.163e-003  8.206e-001  1.196e+000  7.038e-002 -3.417e-002  5.427e-001  2.086e+004 
     4.998e-003  2.129e-003  8.189e-001  1.196e+000 -7.838e-002 -3.112e-002  5.417e-001  2.087e+004 
    -5.577e-003  1.389e-003  8.170e-001  1.196e+000  8.255e-002 -2.331e-002  5.414e-001  2.088e+004 
     5.528e-003 -2.905e-003  8.133e-001  1.195e+000 -7.205e-002  4.317e-002  5.413e-001  2.089e+004 
    -9.992e-004  7.448e-003  8.083e-001  1.195e+000  3.753e-003 -9.264e-002  5.395e-001  2.090e+004 
     2.494e-003  5.345e-003  8.160e-001  1.195e+000 -3.719e-002 -7.759e-002  5.411e-001  2.096e+004 
    -5.169e-003 -1.342e-003  8.194e-001  1.196e+000  8.086e-002  2.392e-002  5.417e-001  2.097e+004 
     4.047e-003 -3.489e-003  8.197e-001  1.196e+000 -6.695e-002  5.460e-002  5.414e-001  2.098e+004 
     1.865e-003  5.266e-003  8.189e-001  1.196e+000 -2.866e-002 -8.449e-002  5.409e-001  2.099e+004 
     5.833e-003 -3.506e-004  8.160e-001  1.195e+000 -8.405e-002  8.323e-003  5.413e-001  2.100e+004 
    -5.665e-003 -3.731e-003  8.119e-001  1.195e+000  7.972e-002  4.381e-002  5.401e-001  2.101e+004 
     4.527e-003 -4.048e-003  8.163e-001  1.196e+000 -6.387e-002  6.328e-002  5.408e-001  2.107e+004 
    -1.381e-003  5.661e-003  8.167e-001  1.196e+000  1.665e-002 -8.531e-002  5.413e-001  2.108e+004 
     5.317e-003 -1.414e-003  8.194e-001  1.196e+000 -8.707e-002  2.159e-002  5.408e-001  2.109e+004 
    -2.769e-003 -4.197e-003  8.217e-001  1.196e+000  4.483e-002  7.387e-002  5.415e-001  2.110e+004 
     2.342e-003 -6.447e-003  8.135e-001  1.196e+000 -2.935e-002  8.896e-002  5.402e-001  2.111e+004 
    -2.967e-003  5.100e-003  8.175e-001  1.196e+000  5.022e-002 -7.987e-002  5.400e-001  2.112e+004 
     4.419e-003  4.474e-003  8.141e-001  1.195e+000 -6.579e-002 -5.885e-002  5.406e-001  2.114e+004 
    -6.248e-003 -1.124e-003  8.136e-001  1.195e+000  8.606e-002  1.053e-002  5.409e-001  2.115e+004 
    -5.032e-003 -3.001e-003  8.165e-001  1.196e+000  7.383e-002  4.242e-002  5.415e-001  2.119e+004 
    -5.670e-004 -6.219e-003  8.144e-001  1.195e+000  1.049e-002  8.844e-002  5.405e-001  2.120e+004 
    -4.474e-003  2.917e-003  8.194e-001  1.196e+000  7.150e-002 -4.825e-002  5.414e-001  2.121e+004 
     3.967e-003  2.958e-003  8.209e-001  1.196e+000 -6.243e-002 -4.835e-002  5.425e-001  2.122e+004 
    -5.361e-003 -1.198e-004  8.202e-001  1.196e+000  9.088e-002  5.690e-003  5.406e-001  2.123e+004 
     5.520e-003 -2.035e-003  8.165e-001  1.195e+000 -8.282e-002  3.082e-002  5.407e-001  2.125e+004 
     1.894e-004  6.346e-003  8.140e-001  1.195e+000 -7.166e-003 -8.862e-002  5.405e-001  2.126e+004 
    -7.392e-003 -5.079e-004  8.092e-001  1.195e+000  9.420e-002 -2.085e-003  5.394e-001  2.132e+004 
     3.763e-003 -5.135e-003  8.139e-001  1.195e+000 -4.876e-002  7.501e-002  5.404e-001  2.133e+004 
     7.326e-004  5.346e-003  8.199e-001  1.196e+000 -7.708e-003 -9.000e-002  5.408e-001  2.134e+004 
     4.950e-003  6.019e-004  8.221e-001  1.196e+000 -8.872e-002 -1.426e-002  5.409e-001  2.136e+004 
    -3.659e-003 -3.946e-003  8.197e-001  1.196e+000  5.794e-002  6.750e-002  5.409e-001  2.137e+004 
    -1.369e-003 -5.284e-003  8.173e-001  1.196e+000  2.189e-002  7.671e-002  5.423e-001  2.138e+004 
    -4.998e-003  4.350e-003  8.131e-001  1.195e+000  6.690e-002 -6.301e-002  5.400e-001  2.139e+004 
     6.572e-003  4.619e-003  8.074e-001  1.195e+000 -8.504e-002 -4.778e-002  5.386e-001  2.140e+004 
    -8.030e-003  1.837e-003  8.066e-001  1.195e+000  9.364e-002 -3.511e-002  5.381e-001  2.141e+004 
    -2.695e-003  6.531e-003  8.106e-001  1.195e+000  2.847e-002 -8.642e-002  5.401e-001  2.143e+004 
     5.677e-003 -1.252e-003  8.170e-001  1.196e+000 -8.402e-002  1.917e-002  5.414e-001  2.144e+004 
    -4.014e-003 -4.436e-003  8.159e-001  1.195e+000  6.169e-002  6.293e-002  5.407e-001  2.145e+004 
     1.251e-003 -5.374e-003  8.204e-001  1.196e+000 -2.684e-002  9.606e-002  5.391e-001  2.147e+004 
    -2.464e-003  4.402e-003  8.210e-001  1.196e+000  4.090e-002 -7.250e-002  5.419e-001  2.148e+004 
     2.766e-003  4.435e-003  8.210e-001  1.196e+000 -4.428e-002 -7.595e-002  5.412e-001  2.149e+004 
    -6.213e-003 -2.513e-003  8.121e-001  1.195e+000  8.652e-002  2.943e-002  5.400e-001  2.150e+004 
     2.908e-003 -6.928e-003  8.098e-001  1.195e+000 -2.967e-002  9.063e-002  5.393e-001  2.151e+004 
     5.771e-003  2.530e-003  8.145e-001  1.195e+000 -8.602e-002 -3.365e-002  5.399e-001  2.158e+004 
    -4.748e-003  4.686e-004  8.213e-001  1.196e+000  7.664e-002 -6.642e-003  5.429e-001  2.159e+004 
     4.124e-003 -2.905e-003  8.213e-001  1.196e+000 -6.984e-002  4.761e-002  5.418e-001  2.160e+004 
    -6.175e-004  5.331e-003  8.202e-001  1.196e+000  1.290e-002 -9.048e-002  5.406e-001  2.161e+004 
     6.949e-003 -2.428e-004  8.120e-001  1.195e+000 -9.173e-002  8.371e-003  5.400e-001  2.162e+004 
    -3.050e-003 -6.554e-003  8.096e-001  1.195e+000  4.466e-002  8.157e-002  5.396e-001  2.163e+004 
     1.744e-003  4.641e-003  8.208e-001  1.196e+000 -2.764e-002 -7.471e-002  5.424e-001  2.170e+004 
     5.417e-003  9.588e-004  8.196e-001  1.196e+000 -8.894e-002 -2.118e-002  5.406e-001  2.171e+004 
    -4.172e-003 -2.931e-003  8.215e-001  1.196e+000  7.069e-002  5.252e-002  5.412e-001  2.172e+004 
    -1.492e-003 -5.144e-003  8.195e-001  1.196e+000  2.456e-002  8.407e-002  5.412e-001  2.173e+004 
    -4.253e-003  3.323e-003  8.190e-001  1.196e+000  6.550e-002 -5.297e-002  5.417e-001  2.174e+004 
     4.707e-003  4.291e-003  8.143e-001  1.195e+000 -6.989e-002 -5.876e-002  5.401e-001  2.175e+004 
     5.583e-003 -5.023e-003  8.085e-001  1.195e+000 -6.238e-002  6.855e-002  5.396e-001  2.177e+004 
     1.410e-003 -5.370e-003  8.192e-001  1.196e+000 -2.377e-002  8.656e-002  5.409e-001  2.182e+004 
    -2.627e-003  4.370e-003  8.209e-001  1.196e+000  4.534e-002 -6.976e-002  5.419e-001  2.183e+004 
     2.906e-003  4.178e-003  8.216e-001  1.196e+000 -4.544e-002 -7.543e-002  5.412e-001  2.184e+004 
    -7.120e-003 -1.922e-003  8.106e-001  1.195e+000  9.362e-002  1.913e-002  5.394e-001  2.185e+004 
     3.335e-003 -5.598e-003  8.133e-001  1.195e+000 -4.306e-002  8.107e-002  5.400e-001  2.186e+004 
     9.405e-005  6.007e-003  8.169e-001  1.196e+000 -2.130e-003 -9.230e-002  5.404e-001  2.187e+004 
    -5.886e-003  3.097e-003  8.123e-001  1.195e+000  7.580e-002 -4.589e-002  5.405e-001  2.192e+004 
     5.978e-003  3.345e-003  8.121e-001  1.195e+000 -8.301e-002 -3.921e-002  5.401e-001  2.193e+004 
    -5.038e-003  6.827e-004  8.211e-001  1.196e+000  8.475e-002 -1.109e-002  5.416e-001  2.194e+004 
     5.135e-003 -1.888e-004  8.215e-001  1.196e+000 -8.844e-002 -6.236e-004  5.411e-001  2.197e+004 
    -2.609e-003 -5.072e-003  8.190e-001  1.196e+000  4.065e-002  8.316e-002  5.403e-001  2.198e+004 
     7.489e-004 -5.829e-003  8.170e-001  1.196e+000 -8.852e-003  8.881e-002  5.409e-001  2.199e+004 
     1.198e-003  5.429e-003  8.189e-001  1.196e+000 -1.729e-002 -8.710e-002  5.409e-001  2.205e+004 
    -5.375e-003 -4.723e-003  8.106e-001  1.195e+000  7.343e-002  5.588e-002  5.398e-001  2.207e+004 
    -9.635e-004 -4.527e-003  8.241e-001  1.196e+000  1.307e-002  8.379e-002  5.419e-001  2.208e+004 
    -3.805e-003  2.556e-003  8.242e-001  1.196e+000  7.175e-002 -4.273e-002  5.421e-001  2.209e+004 
     4.459e-003  3.947e-003  8.169e-001  1.195e+000 -6.865e-002 -6.215e-002  5.400e-001  2.210e+004 
    -5.857e-003  1.259e-003  8.168e-001  1.195e+000  9.172e-002 -1.981e-002  5.397e-001  2.211e+004 
     3.075e-003  3.315e-003  8.238e-001  1.196e+000 -5.345e-002 -5.978e-002  5.426e-001  2.219e+004 
    -6.675e-003 -2.088e-003  8.118e-001  1.195e+000  9.071e-002  2.183e-002  5.397e-001  2.220e+004 
     2.011e-003 -4.644e-003  8.209e-001  1.196e+000 -3.351e-002  7.575e-002  5.420e-001  2.221e+004 
     1.272e-004  5.422e-003  8.203e-001  1.196e+000  3.542e-003 -8.849e-002  5.411e-001  2.222e+004 
     5.772e-003  1.712e-003  8.167e-001  1.195e+000 -9.047e-002 -2.642e-002  5.396e-001  2.224e+004 
    -5.176e-003 -3.491e-003  8.140e-001  1.195e+000  7.319e-002  4.442e-002  5.411e-001  2.225e+004 
     4.651e-003 -2.310e-003  8.214e-001  1.196e+000 -8.248e-002  3.392e-002  5.410e-001  2.230e+004 
    -9.959e-004  4.165e-003  8.240e-001  1.196e+000  1.907e-002 -7.198e-002  5.434e-001  2.231e+004 
    -3.453e-003 -6.662e-003  8.098e-001  1.195e+000  5.244e-002  8.159e-002  5.390e-001  2.233e+004 
     8.390e-004 -5.007e-003  8.215e-001  1.196e+000 -1.797e-002  8.390e-002  5.416e-001  2.235e+004 
     3.463e-003  6.188e-003  8.112e-001  1.195e+000 -5.105e-002 -8.043e-002  5.393e-001  2.237e+004 
     5.503e-003 -1.310e-004  8.193e-001  1.196e+000 -8.936e-002  1.437e-003  5.409e-001  2.241e+004 
    -3.968e-003 -3.165e-003  8.218e-001  1.196e+000  6.714e-002  5.887e-002  5.410e-001  2.242e+004 
    -4.143e-003  2.996e-003  8.222e-001  1.196e+000  7.973e-002 -5.048e-002  5.402e-001  2.244e+004 
     6.143e-003  6.081e-003  8.046e-001  1.194e+000 -8.379e-002 -5.918e-002  5.370e-001  2.246e+004 
    -5.856e-003  2.155e-003  8.147e-001  1.195e+000  8.094e-002 -3.390e-002  5.408e-001  2.247e+004 
     3.768e-003 -2.845e-003  8.243e-001  1.196e+000 -7.372e-002  4.962e-002  5.413e-001  2.248e+004 
    -2.061e-003  5.019e-003  8.194e-001  1.196e+000  3.450e-002 -7.893e-002  5.414e-001  2.249e+004 
                                                                                    
Bfac        7.800e-001
  @logo      B&M-General Particle Tracer
  numderivs           0
  cputime     1.560e-002
  time        5.000e-009
              x           y           z           G          Bx          By          Bz          ID 
     1.171e-006 -1.044e-005  8.212e-001  1.196e+000 -3.531e-003 -1.101e-002  5.481e-001  2.600e+001 
    -6.543e-006 -5.579e-005  8.240e-001  1.196e+000 -2.291e-003  1.228e-002  5.481e-001  3.700e+001 
     5.039e-005  8.911e-005  8.276e-001  1.196e+000  1.234e-002  5.547e-003  5.485e-001  4.800e+001 
     1.105e-004 -5.383e-005  8.276e-001  1.196e+000  7.842e-003 -1.376e-002  5.484e-001  5.900e+001 
    -6.559e-005 -4.443e-005  8.272e-001  1.196e+000 -1.108e-002 -1.335e-004  5.485e-001  7.000e+001 
    -4.913e-005 -1.154e-004  8.212e-001  1.196e+000 -4.418e-003  2.712e-002  5.475e-001  8.100e+001 
    -1.766e-004  2.049e-004  8.152e-001  1.195e+000  9.025e-003 -1.076e-002  5.475e-001  9.200e+001 
     5.762e-005 -6.444e-005  8.211e-001  1.196e+000 -5.780e-003  1.063e-002  5.480e-001  1.470e+002 
    -4.859e-006 -3.987e-005  8.238e-001  1.196e+000  6.531e-003 -5.832e-003  5.482e-001  1.580e+002 
     9.423e-005  1.018e-005  8.272e-001  1.196e+000  1.326e-002  5.552e-003  5.484e-001  1.690e+002 
    -1.283e-004  8.339e-005  8.271e-001  1.196e+000 -6.732e-003  9.529e-003  5.485e-001  1.800e+002 
     1.238e-005 -4.861e-005  8.271e-001  1.196e+000 -9.166e-003 -1.918e-002  5.482e-001  1.910e+002 
     2.826e-005 -1.164e-004  8.182e-001  1.195e+000 -2.807e-003  6.789e-003  5.477e-001  2.020e+002 
     5.366e-005 -2.247e-004  8.153e-001  1.195e+000 -1.296e-003  1.176e-002  5.476e-001  2.130e+002 
    -1.645e-004  1.462e-004  8.211e-001  1.196e+000  2.135e-002 -1.183e-002  5.476e-001  2.680e+002 
     4.563e-005  8.848e-005  8.236e-001  1.196e+000  2.034e-003  4.570e-003  5.483e-001  2.790e+002 
    -6.939e-005 -5.243e-005  8.271e-001  1.196e+000 -3.174e-003 -7.841e-003  5.485e-001  2.900e+002 
    -7.885e-005 -4.236e-005  8.275e-001  1.196e+000 -2.382e-002  5.498e-003  5.481e-001  3.010e+002 
    -5.280e-005  4.524e-005  8.242e-001  1.196e+000  8.869e-003  1.784e-003  5.482e-001  3.120e+002 
     2.383e-004  3.854e-005  8.184e-001  1.196e+000 -1.039e-002 -1.316e-002  5.479e-001  3.230e+002 
     7.593e-005 -1.109e-004  8.204e-001  1.196e+000 -5.852e-005  5.201e-003  5.481e-001  3.890e+002 
    -1.161e-004 -3.727e-005  8.268e-001  1.196e+000 -1.972e-002 -1.480e-002  5.480e-001  4.000e+002 
    -4.205e-005  1.328e-005  8.271e-001  1.196e+000 -2.007e-002  4.796e-003  5.483e-001  4.110e+002 
     2.342e-005 -9.080e-005  8.273e-001  1.196e+000  1.106e-002 -6.576e-003  5.484e-001  4.220e+002 
    -4.513e-005 -9.530e-005  8.238e-001  1.196e+000  6.574e-003  2.156e-002  5.478e-001  4.330e+002 
    -3.328e-004  6.475e-005  8.181e-001  1.195e+000  2.750e-002  2.867e-003  5.471e-001  4.440e+002 
     3.415e-004  2.435e-004  8.154e-001  1.195e+000 -2.018e-002 -1.630e-002  5.472e-001  4.550e+002 
    -3.391e-005 -2.442e-004  8.204e-001  1.196e+000 -8.465e-003  2.179e-002  5.477e-001  5.100e+002 
    -1.659e-005 -1.189e-004  8.270e-001  1.196e+000 -1.030e-002 -9.314e-004  5.485e-001  5.210e+002 
    -1.308e-005  3.395e-005  8.271e-001  1.196e+000  9.208e-003 -1.077e-003  5.486e-001  5.320e+002 
     5.112e-005  9.505e-005  8.271e-001  1.196e+000  5.958e-003 -2.125e-003  5.485e-001  5.430e+002 
    -6.658e-005  3.579e-006  8.240e-001  1.196e+000  2.657e-002 -6.100e-003  5.476e-001  5.540e+002 
     3.468e-004 -2.004e-004  8.170e-001  1.195e+000 -2.375e-002  7.773e-003  5.472e-001  5.650e+002 
     2.999e-004  1.857e-004  8.180e-001  1.195e+000 -2.001e-002 -1.218e-002  5.473e-001  6.310e+002 
    -3.148e-005  9.576e-005  8.271e-001  1.196e+000  1.889e-002  1.359e-002  5.482e-001  6.420e+002 
     4.156e-005 -8.200e-005  8.271e-001  1.196e+000 -1.215e-002 -6.391e-003  5.484e-001  6.530e+002 
     1.433e-004  3.114e-005  8.272e-001  1.196e+000  2.596e-002 -1.943e-002  5.477e-001  6.640e+002 
     1.032e-005 -1.821e-005  8.238e-001  1.196e+000 -3.730e-002  1.730e-002  5.468e-001  6.750e+002 
    -5.677e-005 -2.655e-004  8.169e-001  1.195e+000  3.985e-004  1.203e-002  5.476e-001  6.860e+002 
    -1.457e-005  4.032e-004  8.180e-001  1.195e+000  2.836e-003 -2.939e-002  5.470e-001  7.520e+002 
     7.395e-005 -2.447e-005  8.274e-001  1.196e+000 -3.795e-003 -1.783e-002  5.484e-001  7.630e+002 
     7.331e-005  1.857e-004  8.267e-001  1.196e+000  3.528e-002  2.742e-002  5.468e-001  7.740e+002 
    -1.129e-004 -9.254e-005  8.268e-001  1.196e+000 -2.085e-002  1.291e-002  5.480e-001  7.850e+002 
    -6.553e-005  4.821e-005  8.237e-001  1.196e+000  7.672e-003 -5.469e-003  5.482e-001  7.960e+002 
     3.226e-004  1.335e-004  8.169e-001  1.195e+000 -1.732e-002 -6.806e-003  5.475e-001  8.070e+002 
     2.419e-006 -7.943e-005  8.238e-001  1.196e+000 -4.291e-004  3.395e-002  5.473e-001  8.730e+002 
     1.421e-004 -7.534e-007  8.273e-001  1.196e+000  3.102e-002 -1.907e-002  5.475e-001  8.840e+002 
    -8.961e-005 -1.195e-004  8.301e-001  1.196e+000 -1.037e-002 -2.137e-002  5.481e-001  8.950e+002 
    -1.002e-004  4.858e-005  8.268e-001  1.196e+000  7.974e-003  1.955e-002  5.482e-001  9.060e+002 
     2.187e-004 -1.479e-004  8.211e-001  1.196e+000 -1.911e-002 -2.182e-003  5.479e-001  9.170e+002 
    -1.421e-004  4.718e-004  8.155e-001  1.195e+000  8.858e-003 -2.131e-002  5.472e-001  9.280e+002 
     1.073e-004  9.725e-005  8.264e-001  1.196e+000  4.409e-002  1.462e-003  5.468e-001  9.940e+002 
    -3.335e-004  5.685e-005  8.299e-001  1.196e+000 -3.500e-002  1.120e-002  5.474e-001  1.005e+003 
     7.907e-005 -2.444e-004  8.299e-001  1.196e+000  1.246e-002 -2.920e-002  5.477e-001  1.016e+003 
    -2.820e-005 -3.224e-005  8.270e-001  1.196e+000 -2.614e-002  9.910e-003  5.479e-001  1.027e+003 
    -2.217e-004 -2.312e-004  8.209e-001  1.196e+000  1.812e-002  3.155e-002  5.470e-001  1.038e+003 
     2.026e-004 -4.555e-004  8.154e-001  1.195e+000 -4.379e-003  1.760e-002  5.475e-001  1.049e+003 
    -7.263e-006  1.880e-004  8.235e-001  1.196e+000  1.775e-002 -1.909e-002  5.477e-001  1.104e+003 
     1.474e-004 -1.621e-005  8.237e-001  1.196e+000 -3.163e-002 -2.817e-002  5.467e-001  1.115e+003 
    -1.078e-004  1.470e-005  8.273e-001  1.196e+000  1.270e-003  2.143e-002  5.482e-001  1.126e+003 
    -9.083e-005  9.759e-005  8.272e-001  1.196e+000 -6.001e-003  3.789e-002  5.473e-001  1.137e+003 
     7.632e-005  1.223e-005  8.266e-001  1.196e+000  3.389e-002 -1.647e-002  5.473e-001  1.148e+003 
     1.910e-004  2.093e-004  8.211e-001  1.196e+000 -6.375e-003 -2.278e-002  5.477e-001  1.159e+003 
    -5.826e-004 -7.326e-005  8.151e-001  1.195e+000  2.363e-002  9.415e-003  5.472e-001  1.170e+003 
